timestamp,vehicle_count,previous_count
2026-09-17 23:22:23,185,164.0
2026-09-17 23:23:23,184,185.0
2026-09-17 23:24:23,185,184.0
2026-09-17 23:25:23,162,185.0
2026-09-17 23:41:21,164,162.0
2026-09-17 23:42:21,207,164.0
2026-09-17 23:43:21,156,207.0
2026-09-17 23:44:21,155,156.0
2026-09-17 23:45:21,116,155.0
